Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06,29,04,District - Gulbarga  (04),TOTAL,60-69,64117,6426,132,35,52180,1999,11702,4278,103,114,0,0
HH06,29,04,District - Gulbarga  (04),TOTAL,70-79,22881,3128,50,16,18117,660,4677,2415,37,37,0,0
HH06,29,04,District - Gulbarga  (04),TOTAL,80+,496,58,150,9,311,41,34,8,1,0,0,0
HH06,29,04,District - Gulbarga  (04),TOTAL,Age Not Stated,6718,1268,33,5,5171,219,1508,1037,6,7,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,All Ages,365377,24582,7581,949,320618,10694,36452,11478,726,1461,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,Less than 20,2710,684,2291,586,387,84,28,10,4,4,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,20-29,27553,1305,3890,103,22895,921,698,141,70,140,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,30-39,87905,3932,788,93,82382,2673,4554,621,181,545,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,40-49,102475,5223,243,87,93607,2982,8416,1707,209,447,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,50-59,72396,4982,123,43,63211,1988,8926,2752,136,199,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,60-69,49418,5070,91,20,40157,1436,9084,3523,86,91,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,70-79,17490,2393,33,11,13826,435,3597,1918,34,29,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,80+,326,37,102,3,200,26,23,8,1,0,0,0
HH06,29,04,District - Gulbarga  (04),RURAL,Age Not Stated,5104,956,20,3,3953,149,1126,798,5,6,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,All Ages,136563,8261,3845,736,120991,4427,11596,2773,131,325,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,Less than 20,1160,453,936,408,210,35,14,7,0,3,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,20-29,11571,644,2025,134,9289,428,243,46,14,36,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,30-39,35788,1407,536,76,33667,1027,1545,191,40,113,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,40-49,40823,1771,142,48,37737,1190,2906,426,38,107,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,50-59,25347,1562,87,42,22445,874,2797,612,18,34,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,60-69,14699,1356,41,15,12023,563,2618,755,17,23,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,70-79,5391,735,17,5,4291,225,1080,497,3,8,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,80+,170,21,48,6,111,15,11,0,0,0,0,0
HH06,29,04,District - Gulbarga  (04),URBAN,Age Not Stated,1614,312,13,2,1218,70,382,239,1,1,0,0
HH06,29,05,District - Bidar  (05),TOTAL,All Ages,238773,12920,4672,700,216669,6176,17134,5423,298,621,0,0
HH06,29,05,District - Bidar  (05),TOTAL,Less than 20,1765,552,1425,489,309,45,25,17,6,1,0,0
HH06,29,05,District - Bidar  (05),TOTAL,20-29,16440,647,2314,62,13771,472,337,66,18,47,0,0
HH06,29,05,District - Bidar  (05),TOTAL,30-39,56955,1913,460,36,54172,1427,2254,246,69,204,0,0
HH06,29,05,District - Bidar  (05),TOTAL,40-49,66811,2553,164,42,62722,1659,3845,646,80,206,0,0
HH06,29,05,District - Bidar  (05),TOTAL,50-59,45672,2372,88,33,41618,1113,3912,1124,54,102,0,0
HH06,29,05,District - Bidar  (05),TOTAL,60-69,32742,2575,61,15,28667,940,3962,1577,52,43,0,0
HH06,29,05,District - Bidar  (05),TOTAL,70-79,13243,1469,41,3,11252,377,1934,1075,16,14,0,0
HH06,29,05,District - Bidar  (05),TOTAL,80+,260,38,107,18,142,19,11,1,0,0,0,0
HH06,29,05,District - Bidar  (05),TOTAL,Age Not Stated,4885,801,12,2,4016,124,854,671,3,4,0,0
HH06,29,05,District - Bidar  (05),RURAL,All Ages,186285,10131,3464,460,169043,4495,13528,4640,250,536,0,0
HH06,29,05,District - Bidar  (05),RURAL,Less than 20,1281,383,1039,337,222,33,19,12,1,1,0,0
HH06,29,05,District - Bidar  (05),RURAL,20-29,12417,445,1732,28,10405,324,265,54,15,39,0,0
HH06,29,05,District - Bidar  (05),RURAL,30-39,42624,1430,321,19,40503,1043,1739,193,61,175,0,0
HH06,29,05,District - Bidar  (05),RURAL,40-49,51040,1966,121,29,47918,1202,2937,554,64,181,0,0
HH06,29,05,District - Bidar  (05),RURAL,50-59,36383,1902,73,22,33151,821,3111,969,48,90,0,0
HH06,29,05,District - Bidar  (05),RURAL,60-69,27143,2103,46,10,23868,689,3185,1368,44,36,0,0
HH06,29,05,District - Bidar  (05),RURAL,70-79,11043,1213,30,0,9437,279,1562,923,14,11,0,0
HH06,29,05,District - Bidar  (05),RURAL,80+,227,30,92,14,125,15,10,1,0,0,0,0
HH06,29,05,District - Bidar  (05),RURAL,Age Not Stated,4127,659,10,1,3414,89,700,566,3,3,0,0
HH06,29,05,District - Bidar  (05),URBAN,All Ages,52488,2789,1208,240,47626,1681,3606,783,48,85,0,0
HH06,29,05,District - Bidar  (05),URBAN,Less than 20,484,169,386,152,87,12,6,5,5,0,0,0
HH06,29,05,District - Bidar  (05),URBAN,20-29,4023,202,582,34,3366,148,72,12,3,8,0,0
HH06,29,05,District - Bidar  (05),URBAN,30-39,14331,483,139,17,13669,384,515,53,8,29,0,0
HH06,29,05,District - Bidar  (05),URBAN,40-49,15771,587,43,13,14804,457,908,92,16,25,0,0
HH06,29,05,District - Bidar  (05),URBAN,50-59,9289,470,15,11,8467,292,801,155,6,12,0,0
HH06,29,05,District - Bidar  (05),URBAN,60-69,5599,472,15,5,4799,251,777,209,8,7,0,0
HH06,29,05,District - Bidar  (05),URBAN,70-79,2200,256,11,3,1815,98,372,152,2,3,0,0
HH06,29,05,District - Bidar  (05),URBAN,80+,33,8,15,4,17,4,1,0,0,0,0,0
HH06,29,05,District - Bidar  (05),URBAN,Age Not Stated,758,142,2,1,602,35,154,105,0,1,0,0
HH06,29,06,District - Raichur  (06),TOTAL,All Ages,278294,19081,5836,1172,238849,8749,33300,8026,309,1134,0,0
HH06,29,06,District - Raichur  (06),TOTAL,Less than 20,1917,673,1536,593,341,71,40,6,0,3,0,0
HH06,29,06,District - Raichur  (06),TOTAL,20-29,24247,1087,3035,194,20621,685,574,112,17,96,0,0
HH06,29,06,District - Raichur  (06),TOTAL,30-39,75549,3337,809,158,70561,2246,4102,545,77,388,0,0
HH06,29,06,District - Raichur  (06),TOTAL,40-49,82774,4480,199,106,74295,2494,8187,1515,93,365,0,0
HH06,29,06,District - Raichur  (06),TOTAL,50-59,50851,3924,124,59,41808,1692,8858,2008,61,165,0,0
HH06,29,06,District - Raichur  (06),TOTAL,60-69,30463,3586,60,41,22578,1149,7783,2302,42,94,0,0
HH06,29,06,District - Raichur  (06),TOTAL,70-79,10166,1519,29,11,7115,324,3007,1169,15,15,0,0
HH06,29,06,District - Raichur  (06),TOTAL,80+,94,16,35,7,55,5,4,4,0,0,0,0
HH06,29,06,District - Raichur  (06),TOTAL,Age Not Stated,2233,459,9,3,1475,83,745,365,4,8,0,0
HH06,29,06,District - Raichur  (06),RURAL,All Ages,206131,14862,3729,798,176716,6795,25439,6348,247,921,0,0
HH06,29,06,District - Raichur  (06),RURAL,Less than 20,1483,555,1186,489,266,58,31,5,0,3,0,0
HH06,29,06,District - Raichur  (06),RURAL,20-29,17869,778,1784,95,15640,520,433,86,12,77,0,0
HH06,29,06,District - Raichur  (06),RURAL,30-39,55615,2596,452,79,52096,1759,3004,434,63,324,0,0
HH06,29,06,District - Raichur  (06),RURAL,40-49,60164,3499,129,65,53837,1920,6123,1218,75,296,0,0
HH06,29,06,District - Raichur  (06),RURAL,50-59,37626,3062,84,35,30774,1311,6720,1592,48,124,0,0
HH06,29,06,District - Raichur  (06),RURAL,60-69,23704,2856,39,22,17456,908,6172,1847,37,79,0,0
HH06,29,06,District - Raichur  (06),RURAL,70-79,7880,1156,21,7,5475,250,2372,886,12,13,0,0
HH06,29,06,District - Raichur  (06),RURAL,80+,66,11,26,6,38,3,2,2,0,0,0,0
HH06,29,06,District - Raichur  (06),RURAL,Age Not Stated,1724,349,8,0,1134,66,582,278,0,5,0,0
HH06,29,06,District - Raichur  (06),URBAN,All Ages,72163,4219,2107,374,62133,1954,7861,1678,62,213,0,0
HH06,29,06,District - Raichur  (06),URBAN,Less than 20,434,118,350,104,75,13,9,1,0,0,0,0
HH06,29,06,District - Raichur  (06),URBAN,20-29,6378,309,1251,99,4981,165,141,26,5,19,0,0
HH06,29,06,District - Raichur  (06),URBAN,30-39,19934,741,357,79,18465,487,1098,111,14,64,0,0
HH06,29,06,District - Raichur  (06),URBAN,40-49,22610,981,70,41,20458,574,2064,297,18,69,0,0
HH06,29,06,District - Raichur  (06),URBAN,50-59,13225,862,40,24,11034,381,2138,416,13,41,0,0
HH06,29,06,District - Raichur  (06),URBAN,60-69,6759,730,21,19,5122,241,1611,455,5,15,0,0
HH06,29,06,District - Raichur  (06),URBAN,70-79,2286,363,8,4,1640,74,635,283,3,2,0,0
HH06,29,06,District - Raichur  (06),URBAN,80+,28,5,9,1,17,2,2,2,0,0,0,0
HH06,29,06,District - Raichur  (06),URBAN,Age Not Stated,509,110,1,3,341,17,163,87,4,3,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,All Ages,195357,15141,4350,854,166017,7268,24680,6035,310,984,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,Less than 20,1303,447,1024,373,248,55,30,14,1,5,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,20-29,16782,1023,2370,155,13994,677,401,79,17,112,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,30-39,50904,2628,552,130,47596,1831,2687,349,69,318,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,40-49,57108,3506,155,96,51301,2080,5567,1019,85,311,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,50-59,35667,2983,110,55,29212,1307,6279,1485,66,136,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,60-69,22786,2746,59,28,16485,923,6193,1719,49,76,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,70-79,8429,1340,30,10,5659,294,2720,1016,20,20,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,80+,186,19,34,4,134,12,18,3,0,0,0,0
HH06,29,07,District - Koppal *  (07),TOTAL,Age Not Stated,2192,449,16,3,1388,89,785,351,3,6,0,0
HH06,29,07,District - Koppal *  (07),RURAL,All Ages,161367,12835,3365,694,137010,6081,20709,5246,283,814,0,0
HH06,29,07,District - Koppal *  (07),RURAL,Less than 20,1112,386,872,326,210,44,29,12,1,4,0,0
HH06,29,07,District - Koppal *  (07),RURAL,20-29,13629,823,1768,100,11517,561,331,70,13,92,0,0
HH06,29,07,District - Koppal *  (07),RURAL,30-39,41471,2193,387,102,38809,1526,2214,297,61,268,0,0
HH06,29,07,District - Koppal *  (07),RURAL,40-49,46985,2955,122,80,42205,1728,4581,899,77,248,0,0
HH06,29,07,District - Koppal *  (07),RURAL,50-59,29690,2548,97,45,24232,1087,5297,1300,64,116,0,0
HH06,29,07,District - Koppal *  (07),RURAL,60-69,19289,2390,52,25,13933,799,5256,1503,48,63,0,0
HH06,29,07,District - Koppal *  (07),RURAL,70-79,7179,1143,26,10,4819,253,2316,863,18,17,0,0
HH06,29,07,District - Koppal *  (07),RURAL,80+,163,13,29,3,117,8,17,2,0,0,0,0
HH06,29,07,District - Koppal *  (07),RURAL,Age Not Stated,1849,384,12,3,1168,75,668,300,1,6,0,0
HH06,29,07,District - Koppal *  (07),URBAN,All Ages,33990,2306,985,160,29007,1187,3971,789,27,170,0,0
HH06,29,07,District - Koppal *  (07),URBAN,Less than 20,191,61,152,47,38,11,1,2,0,1,0,0
HH06,29,07,District - Koppal *  (07),URBAN,20-29,3153,200,602,55,2477,116,70,9,4,20,0,0
HH06,29,07,District - Koppal *  (07),URBAN,30-39,9433,435,165,28,8787,305,473,52,8,50,0,0
HH06,29,07,District - Koppal *  (07),URBAN,40-49,10123,551,33,16,9096,352,986,120,8,63,0,0
HH06,29,07,District - Koppal *  (07),URBAN,50-59,5977,435,13,10,4980,220,982,185,2,20,0,0
HH06,29,07,District - Koppal *  (07),URBAN,60-69,3497,356,7,3,2552,124,937,216,1,13,0,0
HH06,29,07,District - Koppal *  (07),URBAN,70-79,1250,197,4,0,840,41,404,153,2,3,0,0
HH06,29,07,District - Koppal *  (07),URBAN,80+,23,6,5,1,17,4,1,1,0,0,0,0
HH06,29,07,District - Koppal *  (07),URBAN,Age Not Stated,343,65,4,0,220,14,117,51,2,0,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,All Ages,169111,12117,4441,815,141407,4804,22981,5664,282,834,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,Less than 20,904,217,745,193,137,15,22,9,0,0,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,20-29,11480,605,2580,139,8590,394,295,29,15,43,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,30-39,39319,2026,663,153,36212,1381,2390,213,54,279,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,40-49,49354,2495,164,152,44020,1367,5084,687,86,289,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,50-59,33809,2313,127,83,27849,882,5760,1222,73,126,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,60-69,22618,2376,80,60,16756,540,5751,1710,31,66,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,70-79,9281,1492,43,24,6420,162,2799,1282,19,24,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,80+,69,10,21,3,42,7,6,0,0,0,0,0
HH06,29,08,District - Gadag *  (08),TOTAL,Age Not Stated,2277,583,18,8,1381,56,874,512,4,7,0,0
HH06,29,08,District - Gadag *  (08),RURAL,All Ages,109433,8260,2798,481,92121,3227,14312,3972,202,580,0,0
HH06,29,08,District - Gadag *  (08),RURAL,Less than 20,595,154,491,136,89,12,15,6,0,0,0,0
HH06,29,08,District - Gadag *  (08),RURAL,20-29,7589,375,1640,62,5751,260,192,21,6,32,0,0
HH06,29,08,District - Gadag *  (08),RURAL,30-39,25797,1365,399,94,23853,924,1511,145,34,202,0,0
HH06,29,08,District - Gadag *  (08),RURAL,40-49,31514,1685,96,85,28280,920,3073,487,65,193,0,0
HH06,29,08,District - Gadag *  (08),RURAL,50-59,21511,1583,71,42,17824,576,3555,875,61,90,0,0
HH06,29,08,District - Gadag *  (08),RURAL,60-69,14821,1659,42,36,11091,388,3669,1193,19,42,0,0
HH06,29,08,District - Gadag *  (08),RURAL,70-79,6058,1064,28,18,4278,112,1738,918,14,16,0,0
HH06,29,08,District - Gadag *  (08),RURAL,80+,56,5,20,2,32,3,4,0,0,0,0,0
HH06,29,08,District - Gadag *  (08),RURAL,Age Not Stated,1492,370,11,6,923,32,555,327,3,5,0,0
HH06,29,08,District - Gadag *  (08),URBAN,All Ages,59678,3857,1643,334,49286,1577,8669,1692,80,254,0,0
HH06,29,08,District - Gadag *  (08),URBAN,Less than 20,309,63,254,57,48,3,7,3,0,0,0,0
HH06,29,08,District - Gadag *  (08),URBAN,20-29,3891,230,940,77,2839,134,103,8,9,11,0,0
HH06,29,08,District - Gadag *  (08),URBAN,30-39,13522,661,264,59,12359,457,879,68,20,77,0,0
HH06,29,08,District - Gadag *  (08),URBAN,40-49,17840,810,68,67,15740,447,2011,200,21,96,0,0
HH06,29,08,District - Gadag *  (08),URBAN,50-59,12298,730,56,41,10025,306,2205,347,12,36,0,0
HH06,29,08,District - Gadag *  (08),URBAN,60-69,7797,717,38,24,5665,152,2082,517,12,24,0,0
HH06,29,08,District - Gadag *  (08),URBAN,70-79,3223,428,15,6,2142,50,1061,364,5,8,0,0
HH06,29,08,District - Gadag *  (08),URBAN,80+,13,5,1,1,10,4,2,0,0,0,0,0
HH06,29,08,District - Gadag *  (08),URBAN,Age Not Stated,785,213,7,2,458,24,319,185,1,2,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,All Ages,278775,18145,7486,1367,237862,7263,32829,8030,598,1485,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,Less than 20,1627,433,1343,369,239,43,43,19,2,2,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,20-29,18047,1067,4090,243,13465,644,460,60,32,120,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,30-39,64870,3017,1184,228,59939,1910,3623,324,124,555,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,40-49,82070,3845,392,236,73824,2123,7671,975,183,511,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,50-59,56404,3243,204,145,47880,1343,8193,1567,127,188,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,60-69,36531,3181,146,85,28431,801,7870,2211,84,84,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,70-79,15217,2299,74,42,11372,310,3730,1928,41,19,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,80+,91,16,26,6,60,8,5,2,0,0,0,0
HH06,29,09,District - Dharwad  (09),TOTAL,Age Not Stated,3918,1044,27,13,2652,81,1234,944,5,6,0,0
HH06,29,09,District - Dharwad  (09),RURAL,All Ages,122251,8345,2731,426,106143,2715,12984,4328,393,876,0,0
HH06,29,09,District - Dharwad  (09),RURAL,Less than 20,643,176,516,141,106,22,20,12,1,1,0,0
HH06,29,09,District - Dharwad  (09),RURAL,20-29,8153,411,1529,45,6395,266,207,34,22,66,0,0
HH06,29,09,District - Dharwad  (09),RURAL,30-39,28806,1342,361,79,26869,772,1496,153,80,338,0,0
HH06,29,09,District - Dharwad  (09),RURAL,40-49,35350,1717,143,91,32236,768,2859,544,112,314,0,0
HH06,29,09,District - Dharwad  (09),RURAL,50-59,23815,1491,75,35,20606,469,3043,885,91,102,0,0
HH06,29,09,District - Dharwad  (09),RURAL,60-69,16409,1577,53,23,13020,294,3283,1217,53,43,0,0
HH06,29,09,District - Dharwad  (09),RURAL,70-79,7122,1126,27,9,5517,104,1549,1005,29,8,0,0
HH06,29,09,District - Dharwad  (09),RURAL,80+,44,4,12,0,31,3,1,1,0,0,0,0
HH06,29,09,District - Dharwad  (09),RURAL,Age Not Stated,1909,501,15,3,1363,17,526,477,5,4,0,0
HH06,29,09,District - Dharwad  (09),URBAN,All Ages,156524,9800,4755,941,131719,4548,19845,3702,205,609,0,0
HH06,29,09,District - Dharwad  (09),URBAN,Less than 20,984,257,827,228,133,21,23,7,1,1,0,0
HH06,29,09,District - Dharwad  (09),URBAN,20-29,9894,656,2561,198,7070,378,253,26,10,54,0,0
HH06,29,09,District - Dharwad  (09),URBAN,30-39,36064,1675,823,149,33070,1138,2127,171,44,217,0,0
HH06,29,09,District - Dharwad  (09),URBAN,40-49,46720,2128,249,145,41588,1355,4812,431,71,197,0,0
HH06,29,09,District - Dharwad  (09),URBAN,50-59,32589,1752,129,110,27274,874,5150,682,36,86,0,0
HH06,29,09,District - Dharwad  (09),URBAN,60-69,20122,1604,93,62,15411,507,4587,994,31,41,0,0
HH06,29,09,District - Dharwad  (09),URBAN,70-79,8095,1173,47,33,5855,206,2181,923,12,11,0,0
HH06,29,09,District - Dharwad  (09),URBAN,80+,47,12,14,6,29,5,4,1,0,0,0,0
HH06,29,09,District - Dharwad  (09),URBAN,Age Not Stated,2009,543,12,10,1289,64,708,467,0,2,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,All Ages,253830,18983,9649,1518,212155,9285,31522,6620,504,1560,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,Less than 20,990,292,823,262,144,20,23,6,0,4,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,20-29,17046,1723,5463,512,11155,1050,406,38,22,123,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,30-39,58576,4017,2188,274,53337,2973,2943,251,108,519,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,40-49,73437,4124,512,206,65978,2703,6792,637,155,578,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,50-59,51711,3137,296,142,43255,1499,8062,1274,98,222,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,60-69,34385,2881,225,81,25845,751,8236,1957,79,92,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,70-79,14192,1950,101,32,10066,231,3989,1669,36,18,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,80+,65,4,14,1,48,1,3,2,0,0,0,0
HH06,29,10,District - Uttara Kannada  (10),TOTAL,Age Not Stated,3428,855,27,8,2327,57,1068,786,6,4,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,All Ages,179985,13036,6532,865,151748,5958,21300,5076,405,1137,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,Less than 20,712,194,599,176,99,12,14,4,0,2,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,20-29,12303,1139,3724,301,8271,713,287,33,21,92,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,30-39,42647,2709,1474,171,38949,1969,2142,188,82,381,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,40-49,51670,2686,305,105,46566,1685,4677,479,122,417,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,50-59,35655,2120,186,58,30078,921,5313,982,78,159,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,60-69,24357,2113,154,37,18615,479,5522,1527,66,70,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,70-79,10112,1441,65,12,7362,144,2655,1272,30,13,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,80+,46,3,8,0,35,1,3,2,0,0,0,0
HH06,29,10,District - Uttara Kannada  (10),RURAL,Age Not Stated,2483,631,17,5,1773,34,687,589,6,3,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,All Ages,73845,5947,3117,653,60407,3327,10222,1544,99,423,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,Less than 20,278,98,224,86,45,8,9,2,0,2,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,20-29,4743,584,1739,211,2884,337,119,5,1,31,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,30-39,15929,1308,714,103,14388,1004,801,63,26,138,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,40-49,21767,1438,207,101,19412,1018,2115,158,33,161,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,50-59,16056,1017,110,84,13177,578,2749,292,20,63,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,60-69,10028,768,71,44,7230,272,2714,430,13,22,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,70-79,4080,509,36,20,2704,87,1334,397,6,5,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,80+,19,1,6,1,13,0,0,0,0,0,0,0
HH06,29,10,District - Uttara Kannada  (10),URBAN,Age Not Stated,945,224,10,3,554,23,381,197,0,1,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,All Ages,244354,15375,5659,1044,213216,6135,25100,6848,379,1348,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,Less than 20,1334,506,1076,444,215,38,43,20,0,4,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,20-29,15425,862,3103,178,11871,516,432,54,19,114,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,30-39,59790,2621,941,156,55806,1629,2951,302,92,534,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,40-49,74606,3229,223,142,68152,1791,6122,830,109,466,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,50-59,47721,2638,144,68,41406,1059,6085,1362,86,149,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,60-69,30183,2923,82,31,24179,759,5870,2071,52,62,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,70-79,12042,1822,30,14,9274,252,2726,1541,12,15,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,80+,204,28,48,8,145,12,11,8,0,0,0,0
HH06,29,11,District - Haveri *  (11),TOTAL,Age Not Stated,3049,746,12,3,2168,79,860,660,9,4,0,0
HH06,29,11,District - Haveri *  (11),RURAL,All Ages,193994,12547,4302,767,169954,4926,19394,5676,344,1178,0,0
HH06,29,11,District - Haveri *  (11),RURAL,Less than 20,1069,405,868,353,170,32,31,16,0,4,0,0
HH06,29,11,District - Haveri *  (11),RURAL,20-29,12095,649,2334,101,9406,397,337,46,18,105,0,0
HH06,29,11,District - Haveri *  (11),RURAL,30-39,46999,2171,676,113,43968,1341,2273,247,82,470,0,0
HH06,29,11,District - Haveri *  (11),RURAL,40-49,58897,2622,178,110,54025,1427,4594,684,100,401,0,0
HH06,29,11,District - Haveri *  (11),RURAL,50-59,37975,2163,109,48,33121,833,4667,1157,78,125,0,0
HH06,29,11,District - Haveri *  (11),RURAL,60-69,24450,2401,56,21,19743,611,4604,1714,47,55,0,0
HH06,29,11,District - Haveri *  (11),RURAL,70-79,9874,1501,26,13,7643,207,2194,1267,11,14,0,0
HH06,29,11,District - Haveri *  (11),RURAL,80+,164,23,45,5,111,11,8,7,0,0,0,0
HH06,29,11,District - Haveri *  (11),RURAL,Age Not Stated,2471,612,10,3,1767,67,686,538,8,4,0,0
HH06,29,11,District - Haveri *  (11),URBAN,All Ages,50360,2828,1357,277,43262,1209,5706,1172,35,170,0,0
HH06,29,11,District - Haveri *  (11),URBAN,Less than 20,265,101,208,91,45,6,12,4,0,0,0,0
